links,post_content,post_title
https://scribing.shop/2021/11/16/7com1084-advanced-research-topics-in-specialism-research/,This Assignment assesses the following module Learning Outcomes (from Definitive Module Document): Knowledge and understanding: LO1 Have a conceptual understanding of how established techniques of research are used to create and extend existing knowledge in computer science. LO2 Be able to identify a research problem from synthesizing problem definitions from relevant literature. LO3 Demonstrate originality in proposing alternative solutions within a chosen area. LO4 Critically evaluate research literature and identify research problems to solve LO5 Demonstrate ability to propose alternative approaches for future work in a chosen area. LO6 Communicate research knowledge effectively in scholarly manner. Aim: To provide exposure to research areas in Computer Science drawn from the Department's research profile in order to provide preparatory ground for students to pursue a deeper investigation of a research topic as part of their Master's project. Assignment Brief: In order to conduct independent research in computer science you must fully understand the research area. You must have a grasp of the current open questions in this area as well as any common techniques used to solve problems. In this assignment you must provide an overview of your MSc Research specialism (AI / Networking / Cyber Security / Software Engineering / Data Science). Students without a specialism may choose any one of these specialisms. You must discuss the research question presented within the relevant specialist lecture for this specialism propose some research approaches to investigate this question and identify further work you might undertake which builds on this. You must also explore your personal strengths in this area. As part of this assignment you are required to produce an overview of your chosen research specialism and discuss a specific open research question within this specialism. You will be expected to draw on the principles of research writing literature review and research communication as introduced in the lectures. You must also use your knowledge and understanding of the topic as supplemented by: The module reading materials; Secondary research Please use the Harvard Referencing System (see http://www.studynet2.herts.ac.uk/ptl/common/LIS.nsf/lis/busharvard) to reference your sources.  Your report must include sections as described below. The word lengths are provided as guidance only and no marks will be deducted specifically on the grounds of word length of each section. 1. Introduction of research specialism (approx. 150 words) Provide a brief description of your chosen research specialism. This should be accessible to someone with a broad knowledge of computer science but without any specific knowledge of this specialism. 2. Open research question Identify the research question discussed in the relevant subject specialist paper for this specialism. Describe this research question or problem in detail. Ensure that you describe why this question this is scientifically interesting and / or applicable to a real-world problem. 3. Existing and related work Provide a brief literature review of existing other work i.e. not this paper  that has been done on this problem and on similar problems. Why does this existing other work not fully answer or solve these problems? What are some related open problems? You must make reference to existing work beyond that presented in the paper discussed by the subject specialist. 4. Research approach Describe the research methods which have been used in this paper to investigate this question. Evaluate the effectiveness of this research considering both its advantages and disadvantages. Describe an approach you might take to build on this research to answer related open questions. Remember to draw on the principles of experimental design and theoretical / practical research as introduced in the lectures. 5. Personal investment. Identify why you are interested in this specific research question and why your personal strengths and experiences would fit you to carry out the research you have described.    Read less,7COM1084 Advanced Research Topics in Specialism Research
https://scribing.shop/2021/11/16/ck401-computer-science-either-a-chronological-view/,This is one of the main parts of your CA for this module (25%). You are required to:  Source at least 10 research papers (conference or journal) related to the work you are doing for your final year project.  Write a related work section that discusses the papers from the following perspectives: Make sure you approach the literature from either a chronological view or from a thematic point of view or a combination of both. We do not want to end up with a ‚Paper 1 says this Paper 2 says this and Paper 3 says this‚ù type of review.  Provide a list of references using an appropriate style guide.    Read less,CK401 Computer Science- Either a Chronological View
https://scribing.shop/2021/11/15/poli2200-politics-and-ethics-ethical-issue/,This project is to be done in groups of four. Each team will take opposing viewpoints regarding an ethical issue that they will have to debate; two members who are `for` a particular issue and two members who is `against` it. Purpose and guidelines: Ethical issues will be debated throughout the semester. In order to develop critical thought about such matters you are to each submit one 1000-1500-word essay about an ethical issue of your choice- therefore each group is to submit 4 separate papers (one for each member each graded separately). In each group of 4 2 members should research their pro stanceù and the other 2 members should research their con stanceù. Individual research papers will be preparatory for the live in-class debate. In other words the main points of your paper will be reflecting in the arguments you will debate in class against the opposing team.  You must confirm your ethical issue with your instructor.  Groups will be presenting their debates in interactive PowerPoint presentations to the class.  Content checklist: 1)Introduce the ethical issue and the debate surrounding it. You will need to present he viewpoint on each side of the argument(s). Use factual information from your research. Make sure you are not merely stating an opinion your arguments must need to be backed up with proven facts not opinions or assumptions. This link can give you guidelines on credible sourcing: http://library.concordia.ca/help/guides.php?guid=finding 2)A conclusion: write about your experience doing the project- what did you learn? What was easy or difficult?  3)Back it up with at least 3 individual arguments to defend your position on the issue and 6 in total to be debated with your teammate against the other 2 members of your group. Make sure your arguments do not overlap. It will be important to work with your teammates on this as you need to make sure not to double up on positions. Why did this point of view `win you over`?  It is very important to have a good perspective of the debate and to identify what the key arguments are. It isn't enough to rebut a few random arguments here and there. Of course the techniques used above are invaluable but they must be used appropriately. There are a number of things you should do to systematically break down a team's case:  1.Ask yourself how the other side have approached the case. Is their methodology flawed?  2.Consider what tasks the other side set themselves (if any) and whether they have in fact addressed these.  3.Consider what the general emphasis of the case is and what assumptions it makes. Try to refute these.  Take the main arguments and do the same thing. It is not worth repeating a point of rebuttal that has been used by someone else already but you can refer to it to show that the argument has not stood up. It is not necessary to correct every example used. You won't have time and your aim is to show the other side's case to be flawed in the key areas.    Read less,POLI2200 Politics and Ethics : Ethical Issue
https://scribing.shop/2021/11/16/acct2000-financial-accountingpartnership/,Context: The assessment will require you to use critical thinking to identify and anlayse the business information presented in the company's annual report and assess accuracy in preparing accounting entries for partnership business. Your goal for this assessment is to show that you can understand and interpret the accounting standards applied in annual reports of companies and communicate business related knowledge. The assessment will assess the learning outcomes b c and d as listed above in the table. To assess the learning outcomes the assessment has been divided in to two parts i.e. Part 1 and Part 2. Part 1 will assess the learning outcomes b and c where selected company annual reports from Australian securities exchange listing will be allocated to you. This part will require you to discuss and interpret various accounting standards covering non-current assets revenue recognition liabilities and cash flow statement. The discussion for this part is to be submitted in a business report format please refer to the detailed instructions for business report listed in the next section. Part 2 will assess learning outcome d.This part will have a separate question on partnerships where you will be required to prepare accounting entries and comment on partnership processes. Please note that the theory question for this part will be counted towards the word limit stated for this assessment. Instruction for the business report: \uf0b7 Word limit: 2000 words \uf0b7 A proper report format is expected (title page executive summary table of contents introduction body of the report with headings and subheadings conclusion & recommendations appendices list of references) \uf0b7 The business report is required to be submitted on the Blackboard by 11:55pm AEST of the presentation day in week 10. (SafeAssign report for the business report is required). \uf0b7 Students are strongly advised to avoid plagiarism or collusion in doing the assessment. General rule: If the similarity detected and reported by SafeAssign report comes from the original assignment questions table of contents table of numbers and data diagrams and charts calculations reference list appendix‚ then it is not an indication of plagiarism. However if the similarity comes from the discussion or analysis or interpretation or recommendation parts of the assignment then it is an indication that the student has copied and pastedù from the original source. This is not the student's own work and therefore it will negatively affect the quality of the student's answers in the submitted report. \uf0b7 A minimum of 3 different academic reference sources are required. Remember that Wikipedia Investopedia and other similar websites are not academic sources and must not be used as a reference source. \uf0b7 The marking rubrics for the group business report is provided bel    Read less,ACCT2000 Financial Accounting|Partnership
https://scribing.shop/2021/11/16/mktg450-consumer-behaviourcustomer-reviews/,At a minimum your report should include the following topics: Identify the airline's position (as a legacy or low-cost carrier) and describe how the service mix caters to their target market. Evaluate the eight service encounters based on customer reviews and secondary research. Explain the importance of innovative in-flight services. Describe the significance of service quality and how it can be measured. Written in essay format with at least three sections a 150 word introduction body content containing subject headings and wrap-up or summary. Include a title page with your name course assignment number and title. Use current APA (Links to an external site.) in-text citations and include a reference page at the end. A minimum of 4 pages double-spaced (not including the title or reference pages).    Read less,MKTG450 Consumer Behaviour|Customer Reviews
https://scribing.shop/2021/11/16/rsmt3501-introduction-to-research-methods-groceries-and-food/,The Impact of Covid-19 on Home Delivery of Groceries and Food in Canada. To understand the change in shopping behavior and the way people access groceries and food during the pandemic in Canada. To identify the significance of home delivery during the Covid-19 pandemic for grocery and food delivery company like Instacart and Skip the Dishes. Identifying a Research Topic and Developing a Title Covid-19 is a new disease affecting the joints of life and has caused significant changes globally. Recently I have developed a strong interest in researching about the impact of Covid19 on businesses and their customers. Lockdowns and social distancing due to the pandemic has disrupted most aspects of our life including remoting workforce shopping behavior and the way people access goods. Junusi (2020). Some essential goods and services providers such as grocery stores pharmacies remain opened with alterations in operations while restaurants relied on takeout and drive through others. To make it concise I will narrow down my research topic to the change in shopping behavior and the way people access groceries and food during the pandemic in Canada. The title will be The Impact of Covid-19 on Home Delivery of Groceries and Food in Canadaù Why I Chose the topic The topic is of personal significance to me and I chose the topic based on the following reasons: It is a topic that strongly interest me based on the impact it has on our life it is not too broad and the availability of information and data for to help my research. Brief Research using Peer Reviewed Academic / Scholarly Articles Related to this Topic How Will the Research Contribute to my Existing Knowledge? The research will broaden my knowledge on understanding the impact of Covid-19 on Home Delivery of Groceries and Food in Canada. Results indicate that higher income households are more likely to shop online and pay fees for delivery. Unnikrishnan (2020) How home delivery of groceries and food have helped businesses and customers during the Covid 19 pandemic. I will obtain documents and records to find relevant information for the research online I will make sure that information I use are relevant and up to date. How will the topic benefit the society? Safe shopping and food safety is of great importance with the advent of coronavirus disease (COVID-19). This research topic will help us learn about the impact of home delivery and its relevant to safe shopping during the pandemic.    Read less,RSMT3501 Introduction to Research Methods : Groceries and Food
https://scribing.shop/2021/11/16/soc-101-principles-of-sociology/,Module 4 Assignment Chapters 11-14 Kendall Sociology in Our Times: The Essentials 11e (Please use this text book for references) How to earn full points? This is the writing assignment with essay questions and is worth a total of 15 points. Students are required to provide substantive responses to each essay question. By substantive responses it means: Cover all key elements of each essay question Give enough information about the topic apply the chapter concepts and theories to real-life situations Seek out additional resources to gain a better insight of the topic Bring in examples and experiences to illustrate the point Cite references if necessary Acceptable length: write a minimum of 150 words per essay question Formatting Requirements Use one-inch margins Use 1 12-point Times New Roman font Use double-line spacing in the document Cite all sources in APA (American Psychological Association) Chapter 11 (Families and Intimate Relationships) Questions Define nuclear family and extended family; discuss the types of societies in which each type tends to be more common. Explain why industrialization brings a transition from extended to more nuclear family arrangements. Define monogamy polygamy polygyny and polyandry; describe the types of societies in which each tends to be found. Chapter 12 (Education and Religion) Questions 3 Define cultural capital and explain its relevance for the sociological analysis of education. 4. Describe the functionalist perspective on religion and discuss its major functions in societies. Chapter 13 (Politics and the Economy) Questions 5. Define each of Weber's three types of authority and give an example of each. 6. Differentiate among preindustrial industrial and postindustrial economies. Chapter 14 (Health Health Care and Disability) Questions 7. Describe the sick role within the functionalist perspective on health and medicine. 8. Explain the major provisions of the Patient Protection and Affordable Care Act of 2010 in the United States. Assignment Grading Criteria and Rubric (2) Assignment Grading Criteria and Rubric (2) Criteria Ratings Pts This criterion is linked to a Learning OutcomeCompleteness 4 pts Answer all the questions covered in the multiple chapters and required in the assignment; write at least 200 words per question 3 pts Answer most of the questions covered in the multiple chapters and required in the assignment; write at least 150 words per question 2 pts Answer half of the questions covered in the multiple chapters and required in the assignment; write at least 100 words per question 1 pts Answer few questions covered in multiple chapters and required in the assignment; write at least 50 words per question 4 pts This criterion is linked to a Learning OutcomeConnectness 4 pts Show evidence of explaining all the questions through application of sociological concepts and theories to real-life situations 3 pts Show limited evidence of explaining questions through application of sociological concepts and theories to real-life situations 2 pts Show little evidence of explaining all the questions through application of sociological concepts and theories to real-life situations 1 pts Show no evidence of explaining all the questions through application of sociological concepts and theories to real-life situations 4 pts This criterion is linked to a Learning OutcomeTimeliness and Following Instructions 4 pts Submit on or before due date the module runs; follow instructions by using the textbook and sources to support the points 3 pts Submit on or before due date the module runs; deviate from format or weakly utilize the textbook and sources to support the points 2 pts Submit on or before due date the module runs; have major deviations from the format or do not use textbook and sources to support the points 1 pts Submit last minute; do not follow instructions in format and do not use the textbook and sources to support the points 4 pts This criterion is linked to a Learning OutcomeStylistics 3 pts Display no or few grammatical or stylistic errors; cite references in APA 2.5 pts Display several grammatical or stylistic errors; have some APA errors. 2 pts Display obvious grammatical or stylistic errors; have major APA errors. 1 pts Display obvious grammatical or stylistic errors; hardly cite references 3 pts Total Points: 15    Read less,SOC 101 Principles of Sociology
https://scribing.shop/2021/11/17/health-care-leader-nursing-assignment-writers/,   ,health care leader  Nursing assignment writers
https://scribing.shop/2021/11/17/lcbb6000-business-management-ethics-and-privacy/,The Harvard system of referencing is the most commonly used and determines the manner in which students are to set out references and bibliographies. It is essential that students acknowledge all of the sources they have used as it: (a)proves that the work has a factual basis; (b)allows the reader to identify and retrieve the sources for their own use; and (c)shows the research the student has undertaken to reach the conclusions. Wherever you quote (that is copy directly from another author) or use their ideas (paraphrase) you must acknowledge that you have done so and you are required to use the Harvard System throughout your work. Failure to acknowledge your sources of information may result in your facing charges of plagiarism which may result in disciplinary action. Citations in text Citations in the text direct readers to the referenced list at the end of the text. The author's surname year of publication and page number(s) if appropriate should appear in the text. There are a number of different ways in which citations can be included: (a)If the author's name does not form part of the statement in the text then the name date and page number(s) should be put in brackets. Example There is evidence (Edworthy 1990 p. 23) that òthe main cause of stress in teaching is rapid change'. (b)If the author's name forms part of the statement put the date and page number(s) in brackets. Example Edworthy (1990 p. 23) cited evidence that òthe main cause of stress in teaching is rapid change'. (c)If there are two authors the surnames separated by òand' should be given before the date. Example Edworthy and Jones (1990 p. 64) proved that òthe main cause of stress in teaching is rapid change'. OR It has been proven (Edworthy and Jones 1990 p. 64) that òthe main cause of stress in teaching is rapid change'. (d)If there are between three and five authors the first time you cite them in the text you should give all surnames (in the order found on the title of the book) separating the names of the authors with commas and the last comma will be followed by òand'. Example Edworthy Evans and Smith (1990) have made various claims that we each cause our own stress.  Or It has been claimed (Edworthy Evans and Smith 1990) that we each cause our own stress. Subsequent references should be in abbreviated form that is the surname of the first author followed by òet al'. Example Edworthy et al (1990) have provided a range of evidence to show that we each cause our own stress. (e)Where there are six or more authors you should give only the first author's surname followed by òet al'. (f)When citing the work of one author found in the work of another you should acknowledge that you did not consult the original source. Example Supporting evidence appears in a study by Cox (1989 cited in Edworthy and Jones 1990 p. 64). òCited in' indicates that you are referring to Cox's study as found in a book by Edworthy and Jones. NB. (g)For works published in the same year and by the same author suffixes òa' òb' etc. are added to the year. Both the date and letter are used in citing the source. NB. Remember to use the date and the letter when including the reference in your bibliography. Example Edworthy (1990a p. 23) has provided evidence that òthe main cause of stress in teaching is rapid change'. It has been shown by Edworthy (1990b p. 47) that when asked to rate their work performance part-time and temporary workers were òmuch less likely than full-timers to rate themselves above average'. (h)To cite a website with a known author use only the name of the author followed by the year the page that the web page/online document was produced/updated. If this date is not shown the date of access should be used. If there is no author use the name of the organisation. Example Jones (2001) says abacavir may be taken more than twice a day. ..(Training Wales 2001)‚. (i)  When paraphrasing the views of a number of authors/sources in one sentence/paragraph the surnames and years of publication should be provided in brackets in alphabetical order separated by semi-colons. Example Evidence seems to suggest that stress is more prevalent amongst part-time workers than full-time workers (Cox 1989; Edworthy & Jones 1990; Weber 1988). What Punctuations to Use In the majority of cases you will need to use single inverted commas (ò ) for a quotation. For example you might make reference to Marx's point that òreligion is the opiate of the people'. Never italicise quotations (unless italics are found in the original quote or unless you are quoting stage directions in a play. Additional marks are needed when you are quoting dialogue or whenever you are quoting a sentence that includes a quote within it. On these occasions use single inverted commas for the quote as a whole and double inverted commas () for the inner quotation or dialogue. So for example you might quote Thomas Watson's point that òwhen a proprietor gives up manual labour he soon becomes a born masterù'. Introducing and Concluding Quotations Never include a quotation in an essay without introducing it. You need to lead your examiners smoothly into a quotation allowing them time to make the transition from your own words to those of others. Never simply cast a quote into your argument. If you are quoting from an academic book for example always include a phrase like òAs Raymond Williams argues' or òFredric Jameson has written that' or òAs Mary Wollstonecraft once stated'. At the end of the quoted sentence or passage always ensure that you place punctuation outside the inverted commas; that is the comma or full stop that follows the quotation should not fall inside the quotation marks (as typically it will not be in the original passage). When to Indent If a quotation is only a sentence (or two short sentences) include that quotation in the continuous body of the text; if the quotation is longer then you need to indent it. Example Beardwell and Holden (2001 p. 105) describe peripheral workers as those who òwill supply skills that are easily obtainable in the external labour market and their co-operation in the production process is not critical to organisational performance'. OR The first and primary workgroup are usually associated with firm-specific skills and so represent the most valued workers to the organisation. Beardwell and Holden (2001 p. 105) make the point that: The key supposition of the flexible firm concept is that the firm becomes much more responsive to changes in its product markets if the workforce is structured into two main groups. The size and composition of the core will depend on organisational decisions on work organisation and the design of jobs since core worker status applies mainly to those supplying firm specific skills. NB: For an indented quotation you do not include quotation marks (unless it is dialogue). Also note that you leave a gap of a line before and after the indented quote.    Read less,LCBB6000 Business Management : Ethics and Privacy
https://scribing.shop/2021/11/17/spm518-spa-marketing-branding-strategy/,Objective: To develop the framework for your own personal branding strategy with the objective of developing a consistent personal branding message that fits with your values and contributes value to your career.  Assignment Guidelines:  Part A) Research and identify three Social Media Influencers you follow or admire.  Describe in detail why you are following them. What is it that you like about them? Describe the similarities and differences between the three. Do you notice a commonality that would explain why you are following them? Are you following for pure entertainment or are there aspirations involved? Are there qualities these people possess that you would like to emulate? Is it knowledge you are seeking to gain from them? You answer must be min. 300 words.   Part B) Personal Values Assessment 1. Complete the Tomi Loma Value Cards and narrow down the 52 values to your top 5. You might even be able to narrow down to one like the following people: Oprah= Empathy Richard Branson= adventure Donald Trump= money. You see their name and know immediately what they stand for.   2. Complete the Tomi Loma Superpower Worksheets (specifically Boundary Setting Worksheet The Code Worksheet 10x10x10 Decision Making Worksheet Values Mapping Worksheet and the 3ó3 Exercise Worksheet although completing all the worksheets on your own would be quite valuable). You can type out your answers or print off/write in your answers/take a pic/save and attach when you submit the assignment.  Part C) Now that you know your Top 5 Values and the importance it plays in your life think about your own social media account(s) and conduct an analysis asking yourself the following: ¢ What am I posting and why am I posting it? What am I wanting to achieve? ¢ Do my images reflect my top 5 values? Does my text reflect my top 5 values? Explain ¢ Is there consistency to what I am posting or do they vary greatly? Do I see a pattern or theme? ¢ Who is my audience? ¢ Does this brand strategy contribute to my larger goals? Tomi Loma Superpower Worksheets are an excellent way to identify your larger goals.  1. Taking your top 5 values describe how you could demonstrate that on social (look at who you are following for inspiration. If they have similar values what are they doing to demonstrate their values? Analyze their networks posting habits and content to determine what you could be doing better)  2. To ensure consistency create 3 posts that you would post over the course of a week (3-4 is ideal for individuals) that fits with your values. Remember consistency is everything. You must remain consistent with your ideas and the ways you present them so that you're memorable and trustworthy. Include images or video/reels text for your post.    Requirements: ¢ Completeness of all required components ¢ Font 11 point 1.5 spacing. Include page numbers and your name on the Footer. ¢ Document must be saved as a Word docx. Docs from Mac computers will not work. You can create your doc using a Mac but then MUST convert to a PDF to submit on Blackboard. ¢ Spelling grammar ¢ Submittal: online    Read less,SPM518 Spa Marketing: Branding Strategy
https://scribing.shop/2021/11/18/bsb107-financial-performance-and-responsibility/,In Assessment 1b you evaluated the financial performance of Premier Investments and Kathmandu Holdings and considered which one performed better. In Assessment 2 you evaluated how much the firms are worth. In this assignment you will be investigating the non-financial performance of the two companies by considering one aspect of the sustainability of the businessesîits social impact. This will give you a more comprehensive view of the overall performance of the two businesses. Specifically you are required to write a maximum 1000 word report which: 1) Assesses the social disclosures with respect to the community made by both Kathmandu Holdings and Premier Investments . In assessing the disclosures consider the following: Are there national and/or global social issues addressed by the disclosures ? If so what are they and how do the disclosures address them? Why do you think the companies made the disclosures? (Maximum 750 words) 2) In considering the social disclosures with respect to the community made by the two companies has your view about which firm is the better investment changed since considering the financial performance in Assessment 1 and the value in Assessment 2? Provide a rationale for that decision including how you weighted the importance of financial performance value and social performance.    Read less,BSB107 Financial Performance and Responsibility
https://scribing.shop/2021/11/18/bus209-organizational-behavior-essays-and-research-papers/,Financial and Investing Securities Market The five (5) steps and due dates are reviewed below in more detail and are as follows: 1. Choice of Topic including creation of Introduction/ Research Question 3rd Week 2. Written Initial Research/ findings of Subject Matter and Topic 5th Week 3. Review of Organization/Outline of Paper See suggested outline below 6th Week 4. Draft of Research Paper Review Optional-Introduction Draft 7th Week 5. Final Paper Due 8th Week The Research Paper is expected to be a five 5 to six 6 pages and will include a Works Cited (or Bibliography) page in summarizing research utilized. Proper English grammar punctuation and spelling are expected.  All text should be double-spaced. The following outline template is required. Page 1-An Introduction to the Research Paper and Subject Matter; sections should include: i. Purpose of Study ii. Research Questions iii. Significance of Study (Topic/Paper) Page 2-3-A Review of Research Literature on your topic including WORKS CITED: i. Textbook-from Class ii. Internet Findings iii. Periodical/Journal/Magazine/Newspaper Articles iv. Other Essays and Research Papers v. Other Textbook or Books Page 4-Analysis of Research Findings i. What correlations conclusions and recommendations did you find in research~? ii. Discuss your analysis experiences and examples; include iii. Your own personal findings Page 5-Summary and Conclusion i. Summarize your findings and conclusions ii. Suggest a recommendation for further study. Could you please try to highlight break down based on each week deadline? Thank you    Read less,BUS209 Organizational Behavior : Essays and Research Papers
https://scribing.shop/2021/11/17/sitxhrm006-monitor-staff-performance-federal-legislation/,Assessment 1 project  For this Assessment student must demonstrate that they are able to full fill human resources functions to monitor staff performance against measurable criteria to be developed with input from other colleagues. They must provide a full analysis of staff members capabilities where they are both over and underperforming against those defined job roles or specifications. When this performance review is completed and discrepancies highlighted then feedback must be given to the staff member and appropriate stakeholders. Any shortcomings will need to be addressed by training mediation disciplinary action or and counselling sessions. There also needs to be an appeals process should staff member disagree with appraisals.  These performance reviews must be driven by organisational policies and procedures in accordance with relevant State and federal legislation and workplace laws. A) This assessment requires you to choose 2 different job roles relevant to a big restaurant. Develop the documentation for a performance appraisal for these 2 positions. 1 position from kitchen (BOH) 1 position from front (FOH) B) You must also write a professional report in which you will outline how you will administer the performance appraisal the provisions for various feedback requirements processes to recognise and deal with performance problems including training and informal and formal grievance procedures.    Read less,SITXHRM006 Monitor Staff Performance- federal legislation
https://scribing.shop/2021/11/17/tfin603-corporate-finance-fundamental-of-corporate-finance/,The assignment consists of two parts: Part A of the assignment focus on the financial instruments of financial institutions: QBE Ltd and IAG Ltd. Part B of the assignment focuses on the fundamental of corporate finance. To Successfully complete this project you will use/apply not only theories studied in TFIN603 but also other appropriate resources. Part A: QBE and IAG Share Price 1 (25 marks) a. What is the current price of ordinary shares in QBE Ltd. and IAG Ltd. ? How has each evolved over the last 5 years? Graph each series and discuss their evolution noting the salient points.  (10 marks) b. Define the systematic and unsystematic risk relative to QBE and IAG. Identify at least twonfactors that affected the systematic risk of the institution in the last 5 years and reflected in thenmovement its share price. Which share price was more volatile QBE or IAG ? (15 marks)  Part B: Corporate Finance 1 (20 marks) (a) What is the future value of $1200 invested for 3 years at an interest rate of 6% p.a. compounded quarterly? (4 marks) (b) What is the Effective Annual Rate in part (a)? (4 marks) (c) What is the present value of an annuity consisting of payments of $265 every six months for 12 years if the discount rate is 9% p.a. compounded semi-annually? (4 marks) (d) You deposit $100 into a bank account where it remains for 9 years at the end of which time the money has grown to $183.85. What is the annual interest rate on the account (5 marks) (e) If the nominal rate of interest is 11% and the expected inflation rate is 8% what is the approximate real interest rate? (3 marks)  2 (20 marks) 1. Two mutually exclusive projects C and D will have an initial cost of $20000 each and are expected to yield the following afterêtax cash flows. Year C D 1 $4000 $8000 2 $6000 $6000 3 $5000 $6000 4 $4000 $1000 5 $6000 $3000 6 $2000 $4000 7 $2000 8 $2000 (a) BasedonthepaybacktechniqueifthemaximumacceptablePaybackPeriodis 4 years would you accept Project CProject Dneitherorboth (6 marks) (b) Based on the NPV technique if the required rate of return is 12% would you accept Project C Project D neither or both? (7 marks) (c) Based    Read less,TFIN603 Corporate Finance : Fundamental of Corporate Finance
https://scribing.shop/2021/11/18/fns40217-prepare-financial-statements-for-non-reporting-entities/,To achieve a satisfactory result your assessor will be looking for your ability to demonstrate the following key skills/tasks/knowledge to an acceptable industry standard: Knowledge of the key features of the legal system in Australia and the context within which they are applied including:Basic principles Current statute Common law Law of torts  negligence and negligent misstatement Knowledge of current legislation and its impact on business operations: Consumer Law Contract Law using Case Law as authority Corporations Law in regard to Business structures: ? Public and private companies ? Trusts ? Partnerships ? Sole tradersProperty Law Superannuation Law Taxation Law Agency Law using Case Law as authority    Read less,FNS40217 Prepare Financial Statements for Non-reporting Entities
https://scribing.shop/2021/11/18/asb4423-islamic-finance-and-academic-dishonesty/,Students are asked to select one of the following topics and to write a reflective essay with critical perspectives on the chosen topic. You should include theoretical legal and empirical aspects as relevant to the topic. You should also provide citations from academic and practitioner literature. The topics are: 1. Islamic Finance's Contribution to Economic Development of Countries 2. The role of Islamic Finance in growth of the Halal Market Economy 1) This is a group assignment and the minimum and maximum number of students in a group is 2 and 3 respectively. 2) The word limit for this assignment is 3000 words (+/- 10%); excluding graphs and tables. 3) The assignment must be submitted on time. A soft copy only to be uploaded through the module Blackboard via the Turnitin software. 4) The School is unable to consider extensions for assignments unless certifiable evidence of a genuine personal or medical circumstance supports a request and normally before the submission date. 5) Library resources must be used as needed and appropriately cited in the completion of this assignment. In addition where appropriate you MUST refer to other relevant financial journals/publications in support of your work. 6) You are expected to support your work with sources from the literature and use Harvard referencing style as appropriate in text and in the list of references at the end of your assignment.Academic Integrity: Students who are suspected of having engaged in any form of academic dishonesty will face further investigation. The School's procedures on Unfair Practice are available on the module Blackboard.    Read less,ASB4423 Islamic Finance and Academic Dishonesty
https://scribing.shop/2021/11/18/kbrm3014-business-research-methodology/,INTRODUCTION Long gone are the days of the barter system which was once used throughout the entire world. Now the practice of physically buying products is soon dwindling down as the digital age of technology is changing the way people purchase their goods (Cui 2016). The popularity of online shopping is slowly dominating the way consumers purchase goods as the years go by. This creates many opportunities out there for businesses to market and sell their products effectively on online shopping platforms to be known easily and ease the way on how consumers purchase things. However with new opportunities also comes with some possible drawbacks such as online impulse buying. Chan et al. (2017) stated that online shopping releases consumers from any physical constraints when shopping in retail and in turn leading to impulse buying. 1.1 DEFINITION OF TERMS 1.1.1 IMPULSE BUYING BEHAVIOR Impulsive buying is defined as instigating an internal or external stimuli to make a sudden act of purchase (Sharma 2019). Most likely their thoughts are to be unreflective dominated by emotional attraction of the desired product prompted by physical proximity and trusted by the belief of immediate gratification. Although in accordance with Chathuranga and Lakshika (2019) it is a persuasive sudden and hedonically complex buying behaviour where the rapidity of an impulse decision process precludes thoughtful as well as deliberate consideration of alternative information or options. The term itself is generally considered synonymous with unplanned buyingù that describes shopping made without prior planning in advance. Building on this thought L∂nnberg and Milton (2020) perceives impulse purchases as emotional therefore non-rational resulting in declining thoughts while consumed with the guilt of losing control. Impulse buying behavior exists in both forms of physical shopping and ecommerce (Zhang Xu Zhao and Yu 2018). The latter comes with higher potential for impulse buying due to rapid social media growth arising a new implementation of marketing efforts thus highly affecting consumer behaviour (Alalwan et.al 2017; Dwivedi et.al 2015; Kapoor et al. 2018. Cited in Wu et.al 2020). Evidently the most severe difference between traditional shopping services and electronics are the replacement of human interactions with machines. Hence it is perceived that the online experience is viewed as more impersonal and automated with fewer sensory stimulations (L∂nnberg & Milton 2020). Both store environments create drastically different shopping experiences even if similar products are being purchased. 1.1.2 SENSORY MARKETING The term sensory marketing is referred by Sharma (2019) as marketing that engages with a consumer's senses and affects perception judgement as well as behaviour entirely. In the phenomenon that a human being's five senses of taste smell sight sound and touch are all engaged it will possibly form retain as well as revisit their past memories (Hussain 2017). Sensory marketing plays a crucial role in influencing consumer behavior in a way that it utilizes these natural human instincts as a tactic to promote products and services by creating such an environment that appeals to senses at the point of sale. Chathuranga and Lakshika (2019) also emphasized that the stimulating positive sensorial emotional states and providing customers with favourable shopping experiences within the store have the ability to amplify the tendency of impulse purchase. Hence sensory marketing can be beneficial for marketers as it enhances a consumer's awareness of the intangible attributes of a product such as its price quality reliability beauty and aesthetics. Rook and Fisher (1995) study survey found that a person who is responsive to their cognitive state is less likely to engage in impulsive buying while those who respond to their affective state show impulse buying behavior. Such that this study is further supported by results of findings that impulsive customers are more likely to put their emotions first compared to non-impulsive consumers as this affective state of mind triggers impulsive buying (Dholakia 2000; Youn and Faber 2000). Further in the literature we will further extend the research of the influencing factors of impulse buying as it consists of both endogenous and exogenous factors. Endogenous factors are in-store browsing positive or negative effects and the spontaneous urge or impulse of buying something (Zhao et al. 2019; Beatty and Ferrel1998). While exogenous factors consist of environment variables (time and money) and individual differences (impulsivity and self-construction) as stated by a study by (Zhang and Shrum 2009; White et al. 2011). Environment variables cover the availability of money time and the physical environment. Consumer's decision is strongly influenced by their economic situation while time is the availability of time that a consumer has while shopping (Nandha    Read less,KBRM3014 Business Research Methodology
