Link,UPC Code,Breadcrumbs,table_data 1,table_data 2,table_data 3,table_data 4,table_data 5,table_data 6,table_data 7,table_data 8,table_data 9,table_data 10,table_data 11,table_data 12,table_data 13,table_data 14,table_data 15,table_data 16,table_data 17,table_data 18,table_data 19,table_data 20,table_data 21,table_data 22,table_data 23,table_data 24,table_data 25,table_data 26,table_data 27,table_data 28,table_data 29,table_data 30
https://timken-us.ptplace.com/productDetail/_pn=TU%207?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| Ball Take-up or Cartridge Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=TU2%2015%2F16?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| Ball Take-up or Cartridge Unit,Bore,2.93 in,Outside Diameter,6.68 in,Width,4.87 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF204?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.78 in,Outside Diameter,3.39 in,Width,1.31 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF204-12?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.75 in,Outside Diameter,3.39 in,Width,1.31 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF205?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.98 in,Outside Diameter,3.74 in,Width,1.41 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF205-14?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.87 in,Outside Diameter,3.74 in,Width,1.41 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF205-16?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1 in,Outside Diameter,3.74 in,Width,1.41 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF206?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.18 in,Outside Diameter,4.25 in,Width,1.58 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF206-20?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.25 in,Outside Diameter,4.25 in,Width,1.58 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF207?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.37 in,Outside Diameter,4.61 in,Width,1.75 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF207-20?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.25 in,Outside Diameter,4.61 in,Width,1.75 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF208?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.57 in,Outside Diameter,5.12 in,Width,2.02 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF208-24?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.5 in,Outside Diameter,5.12 in,Width,2.02 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF209?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.77 in,Outside Diameter,5.39 in,Width,2.06 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF209-28?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.75 in,Outside Diameter,5.39 in,Width,2.06 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF210?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.96 in,Outside Diameter,5.63 in,Width,2.15 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF210-31?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.93 in,Outside Diameter,5.63 in,Width,2.15 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF210-32?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2 in,Outside Diameter,5.63 in,Width,2.15 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF211?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.16 in,Outside Diameter,6.38 in,Width,2.99 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF211-32?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2 in,Outside Diameter,6.38 in,Width,2.99 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF212?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.36 in,Outside Diameter,6.89 in,Width,2.7 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF212-36?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.25 in,Outside Diameter,6.89 in,Width,2.7 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF212-39?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.43 in,Outside Diameter,6.89 in,Width,2.7 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF213?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.55 in,Outside Diameter,7.36 in,Width,2.74 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF213-40?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.5 in,Outside Diameter,7.36 in,Width,2.74 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF214?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.75 in,Outside Diameter,7.59 in,Width,2.97 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF215?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.95 in,Outside Diameter,7.87 in,Width,3.08 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF215-48?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,3 in,Outside Diameter,7.87 in,Width,3.08 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF216?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,3.14 in,Outside Diameter,8.18 in,Width,3.27 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF217?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,3.34 in,Outside Diameter,8.66 in,Width,3.45 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCF218?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,3.54 in,Outside Diameter,9.25 in,Width,3.79 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC204?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.78 in,Outside Diameter,3.94 in,Width,1.31 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC205?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.98 in,Outside Diameter,4.53 in,Width,1.4 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC206?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.18 in,Outside Diameter,4.92 in,Width,1.56 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC207?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.37 in,Outside Diameter,5.31 in,Width,1.75 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC208?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.57 in,Outside Diameter,5.71 in,Width,2.02 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC209?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.77 in,Outside Diameter,6.3 in,Width,2.05 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC210?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.96 in,Outside Diameter,6.5 in,Width,2.14 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC211?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.16 in,Outside Diameter,7.28 in,Width,2.29 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC212?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.36 in,Outside Diameter,7.68 in,Width,2.7 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC213?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.55 in,Outside Diameter,8.07 in,Width,2.74 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC214?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.75 in,Outside Diameter,8.46 in,Width,2.96 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC215?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.95 in,Outside Diameter,8.66 in,Width,3.08 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFC216?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,3.14 in,Outside Diameter,9.44 in,Width,3.27 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL201?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.47 in,Outside Diameter,4.44 in,Width,1.31 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL201-8?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.5 in,Outside Diameter,4.44 in,Width,1.31 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL202?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.59 in,Outside Diameter,4.44 in,Width,1.31 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL202-10?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.62 in,Outside Diameter,4.44 in,Width,1.31 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL203?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.66 in,Outside Diameter,4.44 in,Width,1.31 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL204?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.78 in,Outside Diameter,4.44 in,Width,1.31 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL204-12?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.75 in,Outside Diameter,4.44 in,Width,1.31 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL205?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.98 in,Outside Diameter,5.11 in,Width,1.4 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL205-16?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1 in,Outside Diameter,5.11 in,Width,1.4 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL206?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.18 in,Outside Diameter,5.82 in,Width,1.58 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL206-20?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.25 in,Outside Diameter,5.82 in,Width,1.58 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL207?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.37 in,Outside Diameter,6.33 in,Width,1.74 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL207-20?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.25 in,Outside Diameter,6.33 in,Width,1.74 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL208?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.57 in,Outside Diameter,6.88 in,Width,2.01 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL208-24?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.5 in,Outside Diameter,6.88 in,Width,2.01 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL209?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.77 in,Outside Diameter,7.4 in,Width,2.05 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL210?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.96 in,Outside Diameter,7.75 in,Width,2.14 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL210-32?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2 in,Outside Diameter,7.75 in,Width,2.14 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL211?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.16 in,Outside Diameter,8.81 in,Width,2.29 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCFL212?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.36 in,Outside Diameter,9.84 in,Width,2.7 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP201?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.47 in,Outside Diameter,5 in,Width,1.47 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP201-8?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.5 in,Outside Diameter,5 in,Width,1.47 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP202?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.59 in,Outside Diameter,5 in,Width,1.47 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP202-10?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.62 in,Outside Diameter,5 in,Width,1.47 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP203?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.66 in,Outside Diameter,5 in,Width,1.47 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP204?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.78 in,Outside Diameter,5 in,Width,1.47 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP204-12?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.75 in,Outside Diameter,5 in,Width,1.47 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP205?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.98 in,Outside Diameter,5.51 in,Width,1.53 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP205-14?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,0.87 in,Outside Diameter,5.51 in,Width,1.53 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP205-16?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1 in,Outside Diameter,5.51 in,Width,1.53 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP206?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.18 in,Outside Diameter,6.5 in,Width,1.81 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP206-18?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.12 in,Outside Diameter,6.5 in,Width,1.81 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP206-19?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.18 in,Outside Diameter,6.5 in,Width,1.81 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP206-20?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.25 in,Outside Diameter,6.5 in,Width,1.81 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP207?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.37 in,Outside Diameter,6.57 in,Width,1.94 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP207-20?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.25 in,Outside Diameter,6.57 in,Width,1.94 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP207-22?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.37 in,Outside Diameter,6.57 in,Width,1.94 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP207-23?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.43 in,Outside Diameter,6.57 in,Width,1.94 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP208?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.57 in,Outside Diameter,7.24 in,Width,2.24 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP208-24?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.5 in,Outside Diameter,7.24 in,Width,2.24 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP209?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.77 in,Outside Diameter,7.48 in,Width,2.24 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP209-28?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.75 in,Outside Diameter,7.48 in,Width,2.24 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP210?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.96 in,Outside Diameter,8.11 in,Width,2.46 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP210-31?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,1.93 in,Outside Diameter,8.11 in,Width,2.46 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP210-32?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2 in,Outside Diameter,8.11 in,Width,2.46 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP211?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.16 in,Outside Diameter,8.62 in,Width,2.49 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP211-32?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2 in,Outside Diameter,8.62 in,Width,2.49 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP212?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.36 in,Outside Diameter,9.49 in,Width,2.94 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP212-36?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.25 in,Outside Diameter,9.49 in,Width,2.94 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP212-39?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.43 in,Outside Diameter,9.49 in,Width,2.94 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP213?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.55 in,Outside Diameter,10.43 in,Width,2.94 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP213-40?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.5 in,Outside Diameter,10.43 in,Width,2.94 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP214?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.75 in,Outside Diameter,10.47 in,Width,3.16 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP215?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,2.95 in,Outside Diameter,10.83 in,Width,3.21 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP215-48?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,3 in,Outside Diameter,10.83 in,Width,3.21 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=UCP216?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings| UC-Series Ball Housed Units,Bore,3.14 in,Outside Diameter,11.5 in,Width,3.48 in,,,,,,,,,,,,,,,,,,,,,,,,
